,name,year,place,style,genre,painting_url
683,Marguerite Gachet at the Piano,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
genre painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/marguerite-gachet-at-the-piano-1890-1.jpg
684,Meadow in the Garden of Saint-Paul Hospital,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/meadow-in-the-garden-of-saint-paul-hospital-1890.jpg
685,"Morning, Going to Work",1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/morning-going-to-work-1890.jpg
686,Old Man in Sorrow (On the Threshold of Eternity),1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
portrait
",https://uploads3.wikiart.org/images/vincent-van-gogh/old-man-in-sorrow-on-the-threshold-of-eternity-1890.jpg
687,Peasants Lifting Potatoes,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads0.wikiart.org/images/vincent-van-gogh/peasants-lifting-potatoes-1890.jpg
688,Plain near Auvers,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/plain-near-auvers-1890.jpg
689,Poppies and Butterflies,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/poppies-and-butterflies-1890.jpg
690,Portrait of Adeline Ravoux,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
portrait
",https://uploads1.wikiart.org/images/vincent-van-gogh/portrait-of-adeline-ravoux-1890.jpg
691,Portrait of Adeline Ravoux,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
portrait
",https://uploads0.wikiart.org/00125/images/vincent-van-gogh/adeline-ravoux.JPG
692,Portrait of Adeline Ravoux,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
portrait
",https://uploads3.wikiart.org/images/vincent-van-gogh/portrait-of-adeline-ravoux-1890-2.jpg
693,Portrait of Doctor Gachet,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/portrait-of-doctor-gachet-1890.jpg
694,Portrait of Madame Ginoux (L'Arlesienne),1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
portrait
",https://uploads4.wikiart.org/images/vincent-van-gogh/portrait-of-madame-ginoux-l-arlesienne-1890.jpg
695,Prisoners Exercising (Prisoners Round),1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads2.wikiart.org/images/vincent-van-gogh/prisoners-exercising-prisoners-round-1890.jpg
696,Red Poppies and Daisies,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
flower painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/red-poppies-and-daisies-1890.jpg
697,"Noon, rest from work (after Millet)",1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/rest-work-after-millet-1890.jpg
698,Road with Cypresses,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/road-with-cypresses-1890.jpg
699,Roses and Beetle,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
flower painting
",https://uploads0.wikiart.org/images/vincent-van-gogh/roses-and-beetle-1890.jpg
700,Rowing Boats on the Banks of the Oise,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
genre painting
",https://uploads3.wikiart.org/images/vincent-van-gogh/rowing-boats-on-the-banks-of-the-oise-1890.jpg
701,Sheaves of Wheat,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/sheaves-of-wheat-1890-1.jpg
702,Still Life - Pink Roses,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
flower painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/still-life-pink-roses-1890.jpg
703,Still Life Glass with Carnations,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
flower painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/still-life-glass-with-carnations-1890.jpg
704,Still Life Glass with Wild Flowers,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
flower painting
",https://uploads0.wikiart.org/images/vincent-van-gogh/still-life-glass-with-wild-flowers-1890.jpg
705,Still Life Vase with Rose-Mallows,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
flower painting
",https://uploads2.wikiart.org/images/vincent-van-gogh/still-life-vase-with-rose-mallows-1890(1).jpg
706,Still Life Vase with Roses,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
flower painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/still-life-vase-with-roses-1890.jpg
707,Still Life with Irises,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
flower painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/still-life-with-irises-1890.jpg
708,Still Life with Thistles,1890,France,"
Post-Impressionism
","
flower painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-with-thistles-1890.jpg
709,Street in Auvers-sur-Oise,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
cityscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/street-in-auvers-sur-oise-1890.jpg
710,"Thatched Cottages in Chaponval, Auvers-sur-Oise",1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/thatched-cottages-in-chaponval-auvers-sur-oise-1890.jpg
711,Thatched Cottages in Jorgus,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/thatched-cottages-in-jorgus-1890.jpg
712,Thatched Cottages in the Sunshine Reminiscence of the North,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/thatched-cottages-in-the-sunshine-reminiscence-of-the-north-1890.jpg
713,Thatched Houses against a Hill,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/thatched-houses-against-a-hill-1890.jpg
714,Thatched Sandstone Cottages in Chaponval,1890,France,"
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/thatched-sandstone-cottages-in-chaponval-1890.jpg
715,The Church at Auvers,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
cityscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/the-church-at-auvers-1890.jpg
716,The Drinkers (after Daumier),1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads0.wikiart.org/00213/images/vincent-van-gogh/alcohol-3840756.jpg
717,The Fields,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/the-fields-1890.jpg
718,The Garden of Doctor Gachet at Auvers-sur-Oise,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/the-garden-of-doctor-gachet-at-auvers-sur-oise-1890(1).jpg
719,"The Good Samaritan, after Delacroix",1890,"Auvers-sur-oise, France","
Post-Impressionism
","
religious painting
",https://uploads0.wikiart.org/images/vincent-van-gogh/the-good-samaritan-after-delacroix-1890.jpg
720,The Grove,1890,,"
Post-Impressionism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/the-grove-1890.jpg
721,The House of Pere Eloi,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/the-house-of-pere-eloi-1890.jpg
722,The House of Pere Pilon,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/the-house-of-pere-pilon-1890.jpg
723,The Little Arlesienne,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
portrait
",https://uploads5.wikiart.org/images/vincent-van-gogh/the-little-arlesienne-1890.jpg
724,The Little Stream,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/the-little-stream-1890.jpg
725,The Plain at Auvers,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/the-plain-at-auvers-1890.jpg
726,The Plough and the Harrow (after Millet),1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/the-plough-and-the-harrow-after-millet-1890.jpg
727,The Raising of Lazarus after Rembrandt,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
religious painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/the-raising-of-lazarus-after-rembrandt-1890.jpg
728,The Woodcutter after Millet,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads2.wikiart.org/images/vincent-van-gogh/the-woodcutter-after-millet-1890.jpg
729,Tree roots,1890,France,"
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/tree-roots-1890.jpg
730,Tree Trunks in the Grass,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads8.wikiart.org/images/vincent-van-gogh/tree-trunks-in-the-grass-1890.jpg
731,Two Children,1890,"Auvers-sur-oise, France","
Cloisonnism
","
portrait
",https://uploads5.wikiart.org/images/vincent-van-gogh/two-children-1890.jpg
732,Two Little Girls,1890,France,"
Cloisonnism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/two-little-girls-1890.jpg
733,Two Peasant Women Digging in Field with Snow,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/two-peasant-women-digging-in-field-with-snow-1890.jpg
734,Two Women Crossing the Fields,1890,"Auvers-sur-oise, France","
Cloisonnism
","
genre painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/two-women-crossing-the-fields-1890.jpg
735,Undergrowth with Two Figures,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
genre painting
",https://uploads3.wikiart.org/images/vincent-van-gogh/undergrowth-with-two-figures-1890.jpg
736,Vase with Irises,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
flower painting
",https://uploads0.wikiart.org/00213/images/vincent-van-gogh/antique-3840751.jpg
737,View of Auvers,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/view-of-auvers-1890.jpg
738,View of Auvers with Church,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
cityscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/view-of-auvers-with-church-1890.jpg
739,View of Vessenots near Auvers,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/view-of-vessenots-near-auvers-1890.jpg
740,Village Street and Steps in Auvers with Figures,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
cityscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/village-street-and-steps-in-auvers-with-figures-1890.jpg
741,Village Street and Steps in Auvers with Two Figures,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
cityscape
",https://uploads8.wikiart.org/images/vincent-van-gogh/village-street-and-steps-in-auvers-with-two-figures-1890.jpg
742,Vineyards with a View of Auvers,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/vineyards-with-a-view-of-auvers-1890.jpg
743,Wheat Field at Auvers with White House,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/wheat-field-at-auvers-with-white-house-1890.jpg
744,Wheat Field with Cornflowers,1890,,"
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/wheat-field-with-cornflowers-1890.jpg
745,Wheat Fields at Auvers Under Clouded Sky,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/wheat-fields-at-auvers-under-clouded-sky-1890.jpg
746,Wheat Fields with Auvers in the Background,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads8.wikiart.org/images/vincent-van-gogh/wheat-fields-with-auvers-in-the-background-1890.jpg
747,Wheatfield with Crows,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/wheatfield-with-crows-1890.jpg
748,Wheatfields,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/wheatfields-1890.jpg
749,Wheatfields under Thunderclouds,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/wheatfields-under-thunderclouds-1890.jpg
750,White House at Night,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
cityscape
",https://uploads1.wikiart.org/00161/images/vincent-van-gogh/white-house-at-night.jpg
751,Wild Flowers and Thistles in a Vase,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
flower painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/wild-flowers-and-thistles-in-a-vase-1890.jpg
752,Wild Roses,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
flower painting
",https://uploads3.wikiart.org/images/vincent-van-gogh/wild-roses-1890.jpg
753,Young Girl Standing Against a Background of Wheat,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
portrait
",https://uploads6.wikiart.org/images/vincent-van-gogh/young-girl-standing-against-a-background-of-wheat-1890.jpg
754,Young Man with Cornflower,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/young-man-with-cornflower-1890.jpg
755,Young Peasant Girl in a Straw Hat sitting in front of a wheatfield,1890,France,"
Post-Impressionism
","
portrait
",https://uploads5.wikiart.org/images/vincent-van-gogh/young-peasant-girl-in-a-straw-hat-sitting-in-front-of-a-wheatfield-1890.jpg
756,Skull of a Skeleton with Burning Cigarette,1886,,"
Post-Impressionism
","
vanitas
",https://uploads7.wikiart.org/00371/images/vincent-van-gogh/vincent-van-gogh-head-of-a-skeleton-with-a-burning-cigarette-google-art-project.jpg
